Entity,Code,Year,above 10$ a day,5.50 - 10$ a day,3.20 - 5.50$ a day,1.9 - 3.20$ a day,below 1.90$ a day
Dominican Republic,DOM,2007,3518800,2814850,1900000,853100,413250
Dominican Republic,DOM,2008,3510888,2813916,1997408,963036,354752
Dominican Republic,DOM,2009,3815185,2861633,1897334,889070,306778
Dominican Republic,DOM,2010,4028310.0000000005,2734380,1949310,941490,246510
Dominican Republic,DOM,2011,4025038.9999999995,2899673,2059159.0000000002,756262,289867
Dominican Republic,DOM,2012,3988950,3041955,1996505,858690,263900
Dominican Republic,DOM,2013,4138728.0000000005,3079888,2029272.0000000002,809036,223076
Dominican Republic,DOM,2014,4687623,3105303,1806135,594411,216528
Dominican Republic,DOM,2015,5218668,3028428,1605825,489645,187434
Dominican Republic,DOM,2016,5635980,2891475,1494195,453690,174660
East Asia and Pacific,,1981,14730015,24780029,49169922,180370000,1111790039
East Asia and Pacific,,1984,16530035.000000002,29569946,85580078,302439940,1017000000
East Asia and Pacific,,1987,17600019,41219971,147620000,416660030,902979980
East Asia and Pacific,,1990,26120039,51390015,160359990,382829960,983880005
East Asia and Pacific,,1993,36029953,78160034,227510010,433140010,899239990
East Asia and Pacific,,1996,56030041,130059940.00000001,327570070,514049930,710780029
East Asia and Pacific,,1999,69009979,165739990,359099980,512040040,692270020
East Asia and Pacific,,2002,112059980,261010010.00000003,421020020,506269960,549090027
East Asia and Pacific,,2005,184929990,354020020,500269960,497750030,358589996
East Asia and Pacific,,2008,277539980,425890010,505950010,432569980,296480011
East Asia and Pacific,,2010,375779970,487810060,501989990,380209960,220509995
East Asia and Pacific,,2011,422969970,521200070,511779970,354679990,169740005
East Asia and Pacific,,2012,487679960,538000060,495749970,328870000,144419998
East Asia and Pacific,,2013,566979980,590040040,499939970,279190000,73089996
East Asia and Pacific,,2015,698679930,629540040,456479980,206770000,47000000
Ecuador,ECU,1987,1871500,2380700,2166950,1406000,1674850
Ecuador,ECU,1994,1949920,2451680,2913120,1966720,1918560
Ecuador,ECU,1998,2155968,2614400,3050944,2434432,1904256
Ecuador,ECU,1999,2068320,2467600,2874320,2284080,2705680
Ecuador,ECU,2000,1441083,2004381,2878377,2750814,3555345
Ecuador,ECU,2003,3067332,3135111,3085938,2079885,1921734
Ecuador,ECU,2004,3019485,3114055,3066770,2283190,2026500
Ecuador,ECU,2005,3947502,3353934,2911506,1859022,1668036
Ecuador,ECU,2006,4540249,3681096,2979801,1640078,1128776
Ecuador,ECU,2007,4771718,3703126,3005415,1528996,1200745
Ecuador,ECU,2008,5032935,3894275,2900115,1544705,1077970
Ecuador,ECU,2009,4935840,4148456.0000000005,3076086,1474876,1054742
Ecuador,ECU,2010,5591285,4222204,2915829,1361616,839066
Ecuador,ECU,2011,6390780,4209414,2727846,1143054,708906
Ecuador,ECU,2012,6988344,4191156.0000000005,2476452,1076316,687732
Ecuador,ECU,2013,7093980,4361310,2630880,1066446,507383.99999999994
Ecuador,ECU,2014,7496851,4617360,2419980,947640,418170
Ecuador,ECU,2015,7640676,4507902,2467806,968400,555216
Ecuador,ECU,2016,7704938,4761295,2383106,953898,586762
Ecuador,ECU,2017,8203632.000000001,4557203,2418210,907452,533502
Egypt,EGY,1990,2916428,10230461,22487497,17550238,4225376
Egypt,EGY,1995,2642650,10362827,26848557,22115158,2960808
Egypt,EGY,1999,4886707,17407593,30760399,15485065,1370236
Egypt,EGY,2004,4507724,13764389,32534008,21279774,3294106
Egypt,EGY,2008,4500819,15469547,36152267,21646030,3181335
Egypt,EGY,2010,5500793,17604225,38614899,19849960,2540122
Egypt,EGY,2012,5619837,20424610,41867805,17886896,2010849
Egypt,EGY,2015,8496469,27233711,42932484,13851306,1266030
El Salvador,SLV,1989,1146471,1360299,1079001,669510,934719
El Salvador,SLV,1991,974324,1150214,1259479,845338,1100645
El Salvador,SLV,1995,1251030,1502358,1323399,832524,700689
El Salvador,SLV,1996,1274049,1410696,1346625,839727,798903
El Salvador,SLV,1998,1398760,1363502,1131724,728858,1157156
El Salvador,SLV,1999,1533290,1387540,1233045,728167,947958
El Salvador,SLV,2000,1744564,1508003,1207459,690899,719075
El Salvador,SLV,2001,1694988,1483410,1214505,721611,795486
El Salvador,SLV,2002,1732104,1444608,1226016,706266,831006
El Salvador,SLV,2003,1632198,1521156,1214298,717594,884754
El Salvador,SLV,2004,1717800,1581000,1349400,697200,654600
El Salvador,SLV,2005,1671516,1638351,1342881,750132,627120
El Salvador,SLV,2006,1645896,1847088,1425918,722958,418140
El Salvador,SLV,2007,1800288,1898784,1475616,629280,276032
El Salvador,SLV,2008,1751126,1706523,1457235,782691,412425
El Salvador,SLV,2009,1665168,1884980,1450882,746010,392960
El Salvador,SLV,2010,1733424,1880032,1441440,766304,338800
El Salvador,SLV,2011,1628589,2001846,1556785,721754,281026
El Salvador,SLV,2012,1743466,2058819.9999999998,1522034,640660,255020.00000000003
El Salvador,SLV,2013,1990000,2074374.9999999998,1413750,570625,201250
El Salvador,SLV,2014,1994528,2093751.9999999998,1428700,576504,186516
El Salvador,SLV,2015,2117005,2184522,1383152,503538.00000000006,121783
El Salvador,SLV,2016,2232314,2158136,1295262,511638.00000000006,142650
El Salvador,SLV,2017,2322958,2206842,1308538,422356,119306
Estonia,EST,1993,580653,529397,285186,75096,19668
Estonia,EST,1995,484272,575568,298656,73296,8208
Estonia,EST,1998,597978,483442,258123,48372,2085
Estonia,EST,2000,562100,513520,244580,60620,19180
Estonia,EST,2001,520277,529034,260208,64218,16263
Estonia,EST,2002,544134,511290,250884,55476,18216
Estonia,EST,2003,575674,499365,207144,72199,15618
Estonia,EST,2004,693464,441456,176120,41616,7344
Estonia,EST,2005,1043145,225855,54000,17010,9990
Estonia,EST,2006,1137375,162135,30510,9990,9990
Estonia,EST,2007,1199568,107066,23450,3216,6700
Estonia,EST,2008,1202784,107200,17018,6432,6566
Estonia,EST,2009,1167075,119833,26733,9842,6517
Estonia,EST,2010,1124515,148960,34181,12502,9842
Estonia,EST,2011,1140874,139384,26733,9709,13300
Estonia,EST,2012,1161732,108900,29700,9900,9768
Estonia,EST,2013,1161600,109032,29568,6864,12936
Estonia,EST,2014,1182799,85150,25938,7074,9039
Estonia,EST,2015,1221132,72468,13200,6996,6204
Ethiopia,ETH,1995,733569,1329590,3925736,10573696,40747410
Ethiopia,ETH,1999,332702,1244293,4837460,19369797,40755749
Ethiopia,ETH,2004,783513,2469917,12663017,30915064,27788488
Ethiopia,ETH,2010,1324268,4762116,17539993,34667816,29405809
Ethiopia,ETH,2015,4515837,10833923,23367680,35686401,27996161
Europe and Central Asia,,1993,155319990,142860020,98319992,48080002,24530001
Europe and Central Asia,,1996,145919980,128920009.99999999,104150000,57169998,34209999
Europe and Central Asia,,1999,129049990.00000001,131330019.99999999,110620000,62920002,37020000
Europe and Central Asia,,2002,161750000,143570010,92759995,43530003,28049999
Europe and Central Asia,,2005,208410000,137390000,69119995,32470001.000000004,22830000
Europe and Central Asia,,2008,274799990,116730000,45450005,22219997,13200000
Europe and Central Asia,,2010,281519990,116350010,44709995,22010002,11370000
Europe and Central Asia,,2011,292750000,111540000,42109997,21709999,9810000
Europe and Central Asia,,2012,299720000,108399990,41879997,21110001,8900000
Europe and Central Asia,,2013,309800020,104980000,40039997,19910000,7610000
Europe and Central Asia,,2015,309209990,109710000,41950005,19040001,7130000
Fiji,FJI,2002,140876,238128,262318,138334,40344
Fiji,FJI,2008,155568,256788.00000000003,285264,113316,29064
Fiji,FJI,2013,162712,289608,303688,111936,12056
Finland,FIN,2003,5171446,25529,13025,0,0
Finland,FIN,2004,5203850,13598,12552,0,0
Finland,FIN,2005,5223750,13125,13125,0,0
Finland,FIN,2006,5243650,13175,13175,0,0
Finland,FIN,2007,5263550,13754,12696,0,0
Finland,FIN,2008,5283450,13275,13275,0,0
Finland,FIN,2009,5313300,13350,13350,0,0
Finland,FIN,2010,5333736,13936,12328,0,0
Finland,FIN,2011,5377064,12936,0,0,0
Finland,FIN,2012,5383491,13525,12984,0,0
Finland,FIN,2013,5414432,13056,12512,0,0
Finland,FIN,2014,5433792,12558,13650,0,0
Finland,FIN,2015,5452600,13700,13700,0,0
France,FRA,2003,61468224,616176,0,155600,0
France,FRA,2004,62229752,313500,156750,0,0
France,FRA,2005,62554520,467532,157950,0,0
France,FRA,2006,62983799,496236,139964,0,0
France,FRA,2007,63706303,313698,0,0,0
France,FRA,2008,63887226,482775,0,0,0
France,FRA,2009,64231148.00000001,323550,0,155304,0
France,FRA,2010,64392708,474719,0,162575,0
France,FRA,2011,64856483,333234,150282,0,0
France,FRA,2012,65003403.00000001,512148.00000000006,144452,0,0
France,FRA,2013,65524803.00000001,310200,165000,0,0
France,FRA,2014,65988403.00000001,165800,165800,0,0
France,FRA,2015,66110550,312973,0,166475,0
Gabon,GAB,2005,230860,384300,423360,249900,111580
Gabon,GAB,2017,713139,663404,425894,158746,68817
Gambia,GMB,1998,16472,39788,97440,188964,817336
Gambia,GMB,2003,53190,124335,233550,327510,611415
Gambia,GMB,2010,93288,237107,463567,472186,423852
Gambia,GMB,2015,130086,414810,686070,548064,200970
Georgia,GEO,1996,1078770,1644258,1114344,530838,251790
Georgia,GEO,1997,469308,1119363,1305093,898752,737484
Georgia,GEO,1998,449000,1137317,1337571,909225,656887
Georgia,GEO,1999,335085,900235,1353690,1027060.0000000001,833930
Georgia,GEO,2000,317356,829192,1294176,1120912,858364
Georgia,GEO,2001,272180,761665,1296367,1209884,849904
Georgia,GEO,2002,476984,1126188,1433132,865460,458236
Georgia,GEO,2003,475150,1123160,1381590,857850,462250
Georgia,GEO,2004,501924.99999999994,1228250,1322600,766275,430950
Georgia,GEO,2005,482269,1122082,1307699,822916,455034
Georgia,GEO,2006,457056,1091718,1328940,825930,436356
Georgia,GEO,2007,412488,1021632.0000000001,1303560,859656,482664
Georgia,GEO,2008,515437.00000000006,1077219,1255345,762476,419523
Georgia,GEO,2009,490336,1089326,1235790,756598,407950
Georgia,GEO,2010,485748,1037520,1185681,742377,478674
Georgia,GEO,2011,521860,1050316,1186892,683268,437664
Georgia,GEO,2012,609736,1098444,1134446,657228,330146
Georgia,GEO,2013,732942,1159326,1088640,549234,249858
Georgia,GEO,2014,775467,1230527,1054098,483781,186127
Georgia,GEO,2015,790128,1243224,1088100,458676,139872
Georgia,GEO,2016,781944,1302744,1025604,463512,146196
Georgia,GEO,2017,837744,1261080,1013700,420732,186744
Germany,DEU,1991,79505936,304038,200025,0,0
Germany,DEU,1994,80430145,618944,252464.00000000003,0,138448
Germany,DEU,1995,80667168,612600,204200,0,196032
Germany,DEU,1998,81434624,410250,0,205125,0
Germany,DEU,2000,81601646,419271,0,189083,0
Germany,DEU,2001,81757080,387045,205875,0,0
Germany,DEU,2002,77557098,3910026,824900,0,197976
Germany,DEU,2003,81737709,585963,0,0,206325
Germany,DEU,2004,81909355,429104,0,181544,0
Germany,DEU,2005,81851479,412350,0,206175,0
Germany,DEU,2006,81976341,403662,0,0,0
Germany,DEU,2007,81661201,403123,205675,0,0
Germany,DEU,2008,81502388,443394,0,164220,0
Germany,DEU,2009,81293938,409500,196560,0,0
Germany,DEU,2010,81183006,392544,0,204450,0
Germany,DEU,2011,79876678,192648,200675,0,0
Germany,DEU,2013,80045128,411315,193560,0,0
Germany,DEU,2015,80873100,612675,204225,0,0
Ghana,GHA,1987,146810,680035,2558095,4566345,5898715
Ghana,GHA,1988,218830,779756,2495770,4491555,5864090
Ghana,GHA,1991,221078,848754,2240154,4454026,7695988
Ghana,GHA,1998,546613,2081815.0000000002,3985037,4986256,6440280
Ghana,GHA,2005,1554332,3506647,5976333,5649105,5423583
Ghana,GHA,2012,4123775,6276570,7377999,5396481,3175175
Ghana,GHA,2016,4837673,7582291,7616886,4964526,3828624
Greece,GRC,2003,10304804,462339,80882,27325,54650
Greece,GRC,2004,10384600,385792,81104,26304,82200
Greece,GRC,2005,10330600,497847,106603,28574,26376
Greece,GRC,2006,10362106,438596,110200,57304,51794
Greece,GRC,2007,10499710,358020,109395,27625,55250
Greece,GRC,2008,10526000,416608,81992,0,55400
Greece,GRC,2009,10530058,413292,83325,28886,54439
Greece,GRC,2010,10318248,553776,110088,26688,111200
Greece,GRC,2011,9658110,915750,304140,83250,138750
Greece,GRC,2012,8982545,1376830,360230,167960,162435
Greece,GRC,2013,8783679,1419518,467322,189781,109700
Greece,GRC,2014,8712000,1415700,435600,163350,163350
Greece,GRC,2015,8656000,1433650,432800,135250,162300
Guatemala,GTM,1986,469264,809396,1366436,1693064,4101840
Guatemala,GTM,1989,1100480,1362930,1698685,1620855,3267050
Guatemala,GTM,1998,2823681,2753563,2425227,1638336,1489194
Guatemala,GTM,2000,3387820,3042980,2643385,1500520,1075295
Guatemala,GTM,2006,4175440,3403600,2582180,1752720,1486060
Guatemala,GTM,2014,3663192,4484664,3916320,2477152,1378672
Guinea,GIN,1991,0,0,98098,435071,5836831
Guinea,GIN,1994,239772,572286,1197352,1815632,3714958
Guinea,GIN,2002,127959.99999999999,337266,976152,2009885.9999999998,5688736
Guinea,GIN,2007,83830,455509,1245331,2285630,6029700
Guinea,GIN,2012,142128,724175,2483856,3951384,3978456
Guinea-Bissau,GNB,1993,13298,37932,100607,240345,697818
Guinea-Bissau,GNB,2002,9804,44247,170022,371004,694923
Guinea-Bissau,GNB,2010,49452,53196,138840,272064,1046448
Guyana,GUY,1992,24075,85425,181800,204825,253875.00000000003
Guyana,GUY,1998,118332,212724,204592,117952,106400
Haiti,HTI,2001,471867,699545,1038454.9999999999,1605912,4874221
Haiti,HTI,2012,570066,1600096,2892519,2652762,2574558
Honduras,HND,1989,399711,580086,849927,949975,2030301.0000000002
Honduras,HND,1990,354640,555024,862544,991504,2196288
Honduras,HND,1991,456960,649740,1119960,1169430,1703910
Honduras,HND,1992,525525,768075,1211700,1239525,1505175
Honduras,HND,1993,684180,1021139.9999999999,1215540,1203660,1275480
Honduras,HND,1994,759240,995670,1231545,1082805,1480740
Honduras,HND,1995,797687,933585,1209949,1189393,1579386
Honduras,HND,1996,702052,956810,1233874,1195719,1781545
Honduras,HND,1997,959373,1222281,1423080,1144494,1280772
Honduras,HND,1998,1072727,1177338,1342611,992257,1605067
Honduras,HND,1999,1055760,1154976,1400472,1066572,1682220
Honduras,HND,2001,1647078,1362753,1305888,949980,1424301
Honduras,HND,2002,1356222,1367198,1391894,1139446,1605240
Honduras,HND,2003,1247825,1292114,1323749,1191585,1974727
Honduras,HND,2004,1357200,1293120,1369440,1221840,1958400
Honduras,HND,2005,1527064,1364924,1426095,1095919,1955998
Honduras,HND,2006,1783210,1593202,1403948,1060878,1698762
Honduras,HND,2007,2003829,1631436,1614474,1131828,1328433
Honduras,HND,2008,2133557,1807739,1546455,1082125,1300124
Honduras,HND,2009,2300244,1976232,1568604,1083792,1111128
Honduras,HND,2010,2270268,1829646,1682226,1180179,1227681
Honduras,HND,2011,2036565,1948055,1714255,1225780,1425345
Honduras,HND,2012,1814332,1833054,1791355,1400746,1670513
Honduras,HND,2013,1902602,1972748,1937242,1347496,1499912
Honduras,HND,2014,1936438,2124972,1947010,1404314,1397266
Honduras,HND,2015,1984640,2152192,1934464,1440768,1447936
Honduras,HND,2016,2269301,2251081,1853885,1276311,1459422
Honduras,HND,2017,2092239.0000000002,2300814,1952262,1331172,1593513
Hungary,HUN,1987,10274724,304507,20159,4244,6366
Hungary,HUN,1989,3927904,5277728,1225112,44016,5240
Hungary,HUN,1993,7747208,2394196,177156,23828,17612
Hungary,HUN,1998,5907304,3695146,594633,68809,4108
Hungary,HUN,1999,5789696,3786752,631808,28672,3072
Hungary,HUN,2000,6001438,3577584,589117,41861,0
Hungary,HUN,2001,7168665,2607621,390277,23437,0
Hungary,HUN,2002,7308088,2537968,306832,7112,0
Hungary,HUN,2003,7470875,2228600,380888,47611,2026
Hungary,HUN,2004,7847382,1940109,283080,39429,0
Hungary,HUN,2005,7902488,1841425,328934,17153,0
Hungary,HUN,2006,7974433,1786418,297065,12084,0
Hungary,HUN,2007,7945388,1794704,266590,53318,0
Hungary,HUN,2008,8635404,1253996,125500,25100,0
Hungary,HUN,2009,8492952,1378752,124248,24048,0
Hungary,HUN,2010,8401000,1350000,225000,24000,0
Hungary,HUN,2011,8449575,1247247,249250,23928,0
Hungary,HUN,2012,7986592,1488992,372000,47616,24800
Hungary,HUN,2013,8036614,1408336,374831,46483,23736
Hungary,HUN,2014,8241450,1311723,218127,28623,70077
Hungary,HUN,2015,8439768,1130616,173184,48216,48216
Iceland,ISL,2003,287129,2233,638,0,0
Iceland,ISL,2004,287912,1392,0,0,696
Iceland,ISL,2005,297840,1470,690,0,0
Iceland,ISL,2006,298530,0,810,0,660
Iceland,ISL,2007,308512,806,0,682,0
Iceland,ISL,2008,318432,832,736,0,0
Iceland,ISL,2009,317600,1664,0,736,0
Iceland,ISL,2010,317632,1568,0,0,800
Iceland,ISL,2011,315392,3232,576,0,800
Iceland,ISL,2012,317792,1472,736,0,0
Iceland,ISL,2013,318624,640,736,0,0
Iceland,ISL,2014,328416,957,627,0,0
India,IND,1983,5303332,21810974,81566895,228940190,409328613
India,IND,1987,8929026,28873352,105813350,282558320,408315948
India,IND,1993,7631824,36934265,133603940,331937040,432092926
India,IND,2004,19594833,64527832,195160030,417009670,429847626
India,IND,2009,26589130,88630615,254812870,478481900,382465485
India,IND,2011,42060234,124538700,333576780,494744540,268149749.99999997
India-Rural,,1983,2331211,11087524,46396942,164095060,344679260
India-Rural,,1987,4252293,14695496,62596558,209426360,334369293
India-Rural,,1993,2773894,14701538,76628418,241396940,357969208
India-Rural,,2004,7366004,26181213,109849180,309851560,347402039
India-Rural,,2009,7397104,31968994,146666440,357610900,306596558
India-Rural,,2011,12779959,55869080,205515380,374936040,214409531
India-Urban,,1983,2960769,10719437,35172592,64887375.00000001,64619827
India-Urban,,1987,4643134,14305862,43273132,73202499,73725372
India-Urban,,1993,4800496,22385696,57108398,90487984,73947426
India-Urban,,2004,12140787,38212524,85148178,107216400,82772110
India-Urban,,2009,19227365,56996796,108320510,120618440,75576889
India-Urban,,2011,29447573,68924103,128218799.99999999,119468440,53501083
Indonesia,IDN,1984,387744,2584961,10372147,32796684,115418465
Indonesia,IDN,1987,549534,2301178,9719925,36612831,122546532
Indonesia,IDN,1990,943494,4917023,17708542,51274940,106596001
Indonesia,IDN,1993,1317073,5115585,19183441,53560928,111702972
Indonesia,IDN,1996,2678799,9075913,28727066,64710860.99999999,94717361
Indonesia,IDN,1998,658309,3641235,15922729,48344208,137153519
Indonesia,IDN,1999,1564575,7927185,31959045,80189690,86969505
Indonesia,IDN,2000,1565391,7425064,33550232,85969864,83029449
Indonesia,IDN,2001,2016392.9999999998,9159576,36960068,90308716,76065247
Indonesia,IDN,2002,4785223,17618301,53724976,91810974,49570530
Indonesia,IDN,2003,5094708,20092102,57012177,88440552,49910465
Indonesia,IDN,2004,5567886,20013092,57288895,87252617,53487511
Indonesia,IDN,2005,5803781,22466949,59488708,91092079,47858482
Indonesia,IDN,2006,5056477,19444473,54357147,88074692,62907207
Indonesia,IDN,2007,8410944,27189926,61392868,83806503,52189758
Indonesia,IDN,2008,7816891,27984970,64991226,83789566,51577343
Indonesia,IDN,2009,8855579,30252579,69312866,87383026,43535946
Indonesia,IDN,2010,12999065,40864624,71979942,78527969,38148396
Indonesia,IDN,2011,18993385,43859238,72165024,77963776,32728572.999999996
Indonesia,IDN,2012,20731699,45121948,75136871,79118950,28770529
Indonesia,IDN,2013,25253405,47759689,76264275,79087013,23665617
Indonesia,IDN,2014,25538507,53526276,79447487,76487976,20129757
Indonesia,IDN,2015,27106792,58008560,87464607,67044151,18535889
Indonesia,IDN,2016,31308294,67003387,81965569,63922173,16920576
Indonesia,IDN,2017,37090603,72042862,82919258,56863449,15073829
Indonesia-Rural,,1984,3,1050697,4734184,19359428,95625687
Indonesia-Rural,,1987,210678,805550,4250801,22047142,96615829
Indonesia-Rural,,1990,3,1675133,7682953,32532883,84059029
Indonesia-Rural,,1993,176889,1086609,7151413,32105537,85829552
Indonesia-Rural,,1996,351346,2170799,11506516,39827354,71623985
Indonesia-Rural,,1998,74565,621346,4660126,23785278,95128685
Indonesia-Rural,,1999,222339,1852799,13117821,48518658,59808384
Indonesia-Rural,,2000,196302,1913963,14354736,50609623,55615376
Indonesia-Rural,,2001,270009,2086411,14617142,53633007,52123432
Indonesia-Rural,,2002,589152,4750038,23983398,56276287,37141125
Indonesia-Rural,,2003,503150,4356560,26311172,55420349,36128769
Indonesia-Rural,,2004,588721,4366341,25879150,52592319,39223469
Indonesia-Rural,,2005,980479,6115746,25860161,54980415,34623199
Indonesia-Rural,,2006,783487,5153885,21472466,50853268,44156895
Indonesia-Rural,,2007,1369089,7847809,27491776,49372734,36158592
Indonesia-Rural,,2008,1342108,8174675.000000001,29319000,49340843,33833374
Indonesia-Rural,,2009,1692187,9106148,31883713,51508190,27549763
Indonesia-Rural,,2010,2465842,14746460,35870087,44530903,23856709
Indonesia-Rural,,2011,4576401,17504440,36040691,43894623,19373844
Indonesia-Rural,,2012,4402103,17802437,37884747,44615234,16565480.999999998
Indonesia-Rural,,2013,4504551,19592361,40540928,44004108,12448052
Indonesia-Rural,,2014,5087360,22657501,42221500,40783497,10090140
Indonesia-Rural,,2015,6484514,24166267,45608551,35375553,8895114
Indonesia-Rural,,2016,7376595,26983444,44499855,33158642,8121464
Indonesia-Rural,,2017,8379001.000000001,33228721.999999996,42649109,28476629,6966540
Indonesia-Urban,,1984,379255,1541485,5639874,13428854,19790533
Indonesia-Urban,,1987,334599,1496140,5477882,14569439,25921940
Indonesia-Urban,,1990,943331,3235066,10038143,18727873,22545588
Indonesia-Urban,,1993,1142183,4033123,12028393,21462677,25863625
Indonesia-Urban,,1996,2329969,6900589,17217976,24892735,23098732
Indonesia-Urban,,1998,578296,3013649,11272682,24565319,42020054
Indonesia-Urban,,1999,1336069,6067635,18849648,31665709,27180941
Indonesia-Urban,,2000,1368288,5508705,19209366,35344532,27419109
Indonesia-Urban,,2001,1734455,7084641,22345997,36662117,23942793
Indonesia-Urban,,2002,4207342,12849457,29726212,35544479,12432512
Indonesia-Urban,,2003,4598013,15731064,30699051,33007843,13794030
Indonesia-Urban,,2004,4987428,15648796,31388466,34659565,14275744
Indonesia-Urban,,2005,4822605,16353127,33633259,36122688,13228320
Indonesia-Urban,,2006,4264574,14297600,32892006.000000004,37221031,18744789
Indonesia-Urban,,2007,7032623,19359100,33900578,34443249,16014450
Indonesia-Urban,,2008,6472304,19816444,35671871,34439056,17750324
Indonesia-Urban,,2009,7161836,21144485,37420319,35879761,15993600
Indonesia-Urban,,2010,10543454,26098381,36121319,33978737,14308110
Indonesia-Urban,,2011,14396255,26380707,36114956,34063683,13364400
Indonesia-Urban,,2012,16348120.000000002,27310684,37265038,34495689,12200472
Indonesia-Urban,,2013,20753988,28152100,35733528,35091919,11208464
Indonesia-Urban,,2014,20452370,30846413,37238617,35707710,10044892
Indonesia-Urban,,2015,20616976,33843216,41867043,31668665,9634100
Indonesia-Urban,,2016,23922606,40007286,37498024,30745556,8796528
Indonesia-Urban,,2017,28730129,38787842,40288559,28398239,8095230.000000001
Iran,IRN,1986,14383921,13866690,10970201,6699360,3339828
Iran,IRN,1990,15317051,17206381,13180312,7371753,3154503
Iran,IRN,1994,18420731,18653681,13666224,7101897,1887468
Iran,IRN,1998,23489641,18978298,12901410,6888420,1642230
Iran,IRN,2005,43153374,17696547,7295512,1964718,309848
Iran,IRN,2006,43343456,17515457,8077482,1980194,313412
Iran,IRN,2009,45879395,18157215,6890015,2048582.0000000002,714793
Iran,IRN,2013,50614784,20560320,5351104,828608,85184
Iran,IRN,2014,49798191,20370918,6264959,1779907,196025
Iran,IRN,2015,49004799,21665279,6761473,1730048,198400
Iran,IRN,2016,49131359,21836159,7273368,1822356,216756
Iraq,IRQ,2006,2180352,8545391,12085622,4976767,601868
Iraq,IRQ,2012,3192771,10791176,12944822,5044842,806388
Ireland,IRL,2003,3940000,50400,0,0,9600
Ireland,IRL,2004,4029300,31339,9361,0,0
Ireland,IRL,2005,4119232,30368,10400,0,0
Ireland,IRL,2006,4220895,29036,0,17507,2562
Ireland,IRL,2007,4368320,10560,10560,10560,0
Ireland,IRL,2008,4434324,23797,22899,0,8980
Ireland,IRL,2009,4438304,45400,22246,11804,22246
Ireland,IRL,2010,4436424,55632,33744,11856,22344
Ireland,IRL,2011,4456340,66410,24732,10992,21526
Ireland,IRL,2012,4497420,56580,24380,10120,11500
Ireland,IRL,2013,4506810,45276,33726,0,34188
Ireland,IRL,2014,4579848,35416,21436,0,23300
Ireland,IRL,2015,4641250,24440,11280,12220,10810
Israel,ISR,1986,3151040,881500,238650,18490,10320
Israel,ISR,1992,4263424,742400,102912,0,11264
Israel,ISR,1997,4717552,932648,146584,28616,14600
Israel,ISR,2001,5409600,870688,128800,14812,16100
Israel,ISR,2005,5544693,970893,328482,52668,33264
Israel,ISR,2007,5942886,896782,268532,36618,35182
Israel,ISR,2010,6306312,989838,248412,57912,17526
Israel,ISR,2012,6744066,811566,279223,36386,38759
Israel,ISR,2014,7194144,741444,203034,41100,40278
Israel,ISR,2016,7610355,705375,171855,41895,20520
Italy,ITA,2003,54731049,1576025,429825,149006,424094
Italy,ITA,2004,55388168,1442250,294219,132687,432675
Italy,ITA,2005,55651199,1315919,423181,150722,428978
Italy,ITA,2006,56105099,1162800,290700,156978,424422
Italy,ITA,2007,56400444,1162956,292200,163632,420768
Italy,ITA,2008,56476799,1329558,435342,147075,441225
Italy,ITA,2009,56594158,1483410,289590,153660,579180
Italy,ITA,2010,56167801,1630200,450528,290472,741000
Italy,ITA,2011,56262550,1632950,593800,154388,736312
Italy,ITA,2012,55979507,1774292,750204,291746,744250
Italy,ITA,2013,56616199,1818946,596277,325242,873335
Italy,ITA,2014,56990623,2127650,626137,297871,747717
Italy,ITA,2015,56642872,1961579,613373,297577,1214600
Jamaica,JAM,1988,547310,738032,614469,342487,147702
Jamaica,JAM,1990,508684,695508,714868,390346,110594
Jamaica,JAM,1993,232317,641424,840126,529374,246759
Jamaica,JAM,1996,572160,879872,741632,278528,87808
Jamaica,JAM,1999,887362,931546,538887,203562,68643
Jamaica,JAM,2002,999810,781110,608040,235170,75870
Jamaica,JAM,2004,1046681.9999999999,873600,561288,202020,46410
Jordan,JOR,1986,1219050,1074871,629993,86086,0
Jordan,JOR,1992,940096,1255314,1093338,567710,113542
Jordan,JOR,1997,873264,1731555,1554777,595056,75348
Jordan,JOR,2002,1394973,1973170,1450518,413678,57661
Jordan,JOR,2006,1886333,2557609,1245300,222375,18383
Jordan,JOR,2008,2052137.9999999998,2887401,1357059,185614,7788
Jordan,JOR,2010,2795174,3084528,1150954,140728,8616
Kazakhstan,KAZ,1993,1791401,5016576,5553833,2926336,1041854
Kazakhstan,KAZ,1996,2240404,4513526,4994948,2844908,986214
Kazakhstan,KAZ,2001,1414672,3799702,4844360,3270686,1530580
Kazakhstan,KAZ,2002,1582591,4065696,5061316,3144376,1006022
Kazakhstan,KAZ,2003,1904007,4617627,4988886,2716602,682878
Kazakhstan,KAZ,2004,2045863.0000000002,5178450,5304534,2141927,339226
Kazakhstan,KAZ,2005,2972430,4345020,4167765,2625495,1039290
Kazakhstan,KAZ,2006,3265623,6652196,4472051,825209,94922
Kazakhstan,KAZ,2007,4565052,7195105,3266280,410220,43344
Kazakhstan,KAZ,2008,4632052,7596816,3097959,330637,12536
Kazakhstan,KAZ,2009,4785166,7657231,3227654,395814,24135
Kazakhstan,KAZ,2010,5488416,7864608,2660160,285600,21216
Kazakhstan,KAZ,2011,7808040,7241688,1387728,115920,6624
Kazakhstan,KAZ,2012,8159940.000000001,7090417,1460730,73876,5037
